1021344918;Karol Bizik;ilina I;Brodno 74;29054
1021350242;Ing. Slávka Hartelová;ilina I;Brodno 2;29080
1021374002;Peter Maèòák;Niná;Jána Hollého 568;29127
1021399533;Ing. Lenka Kocoureková;Velièná;Revišné 328;29165
1021404758;PhDr. Juraj Laššuth;Dolnı Kubín;Dukelskıch hrdinov 2040/31;29171
1021437428;Etela Kvasnièáková;Dolnı Kubín;Bysterecká 2063/29-8;29205
1021469317;Anna Pisoòová;Liesek;605;29237
1021502603;Ján Mlynarèík;Oravská Polhora;579;29287
1021509588;Katarína Zacharová;Trstená;Nová ulica 196/3;29300
1021513317;Alena Kièková;Vavreèka;170;29311
1021513339;Mária Tomašáková;Liptovskı Ján;Starojánska 16;29312
1021514692;Štefan Bystrièan;Zákamenné;657;29318
1021546559;Jozef Kvak;Oravská Lesná;Lehotská 810;29387
1021558769;Dana Verníèková;Zákamenné;18;29411
1021562828;Dominik Briš;Oravská Lesná;793;29418
1021604276;Kvìtuše Srbková;Závaná Poruba;Nová 282;29463
1021615848;Marián Grobarèík;Rabèa;Horská 1118;29494
1021618048;Mária Kuèerová;Liptovskı Hrádok;Lichardova 1547/4;29501
1021619698;Alena Pallová;Bešeòová;60;29505
1021622173;Alena Jurišová;Pavèina Lehota;76;29508
1021640873;Ing. Tibor Czocher;Liptovskı Mikuláš;Štúrova 870/26;29549
1021662301;Miroslav Bartko;Vıchodná;577;29576
1021668208;Ing. Eva Sedláková;Bobrovec;110;29589
1021681254;Dušan Janèuška;Liptovská Kokava;120;29600
1021714782;Jozef Košo;Liptovskı Mikuláš;Hurbanova 1410;29648
1021722834;Romana Kunová;Liptovskı Mikuláš;Záhradná 4;29660
1021738278;Soòa Šefranková;Ruomberok;Štiavnická 1825/6;29685
1021757253;Vladimír Gallo;Ruomberok;Jarná 1541/15;29710
1021831800;Ivan Mikula;Valèa;144;29795
1021833659;Peter Vaòo;Blatnica;413;29804
1021839577;Rastislav Oká¾;Liptovské Revúce;Niná Revúca 155;29815
1021852667;Viera Boiková;Martin;I. kolónia 2205/57;29837
1021870080;Mgr. Danica Blizniaková;Sklabiòa;Mierová 163;29857
1021872236;Viera Izáková;Blatnica;255;29863
1021884006;Ing. Zuzana Svítková;Dolnı Kalník;33;29885
1021901023;Tatiana Olešová;Martin;Mamateja 10/61;29930
1021912716;Peter Masaryk;Sklené;130;29966
1021968783;Milan Gabèo;Ilava;Medòanská 516/9;30026
1022024168;Ing. Bc. Monika Hodeková;Dubnica nad Váhom;Pod hájom 1365/165;30088
1022040129;Ing. Jozef Kopaèka;Kamenièany;68;30122
1022045508;Mgr. Jaroslav Èelechovskı;Hamuliakovo;Jaseòová 8;30131
1022045574;Vladimír Kováèik;Dulov;143;30132
1022059346;¼ubomír Prypoò;Povaská Bystrica;Rozkvet 2072/154;30160
1022064945;Rastislav Gajdoš;Dulov;178;30173
1022071116;Ing. Pavol Cích;Púchov;1.mája 1160/36;30183
1022072205;Marián Kapuš;Beluša;Farská 1152/49;30189
1022086263;Marián Veteška;Dolné Koèkovce;J.Hollého 287/60;30199
1022105304;Peter Mazúr;Beluša;¼.Štúra 15/20;30224
1022109011;Ferdinand Valach;Dolné Koèkovce;Hollého 166/20;30234
1022113169;Dušan Ïuriš;Lednické Rovne;Medné, Kaštie¾ska 203/14;30243
1022128998;Juraj Vrábel;Dohòany;500;30276
1022180874;Jozef Bzdyl;Bytèa;Hliník nad Váhom 379;30325
1022237634;Andrej Oláh;Halín;57;30416
1022277806;Mgr. Jozef Kandráè;Bardejov;Komenského 553/1;30456
1022314084;Ján Glovòa;Malcov;23;30481
1022320200;Ján Sidorjak;Malcov;166;30494
1022321388;Ján Pangrác;Sverov;58;30497
1022354432;Stanislav Kollár;Vechec;Hlavná 135/43;30546
1022380304;Peter Olách;Sedliská;52;30572
1022445600;Emília Krivošová;ilina I;Závodie, Školská 209/74;30646
1022491129;Zdenko Ïurica;ilina II;Hlinská 2614/12;30708
1022530058;Ing. Ivan Moravèík;ilina II;Borová 3295/36;30766
1022539936;Milan Pinzík;ilina II;Bôrická cesta 1819/15;30783
1022563091;Štefan Kuklovskı;Malacky;F. Malovaného 1636/10;30821
1022574916;Elena Vidrnáková;Malacky;Záhorácka 5/54;30832
1022577875;Jaroslav Sedlák;Malacky;Oslobodenia 298/37;30844
1022599886;Janka Vrïáková;ilina II;Smreková 3092/7;30883
1022615517;Ing. Roman Kolovrátek;ilina I;Moyzesova 906/7;30908
1022621358;Jozef Martinec;Jakubov;129;30921
1022630829;Ján Haršaník;ilina II;Juraja Fándlyho 36;30941
1022639629;Marián Vrábel;Poprad;Šrobárova 2682/44;30968
1022667789;Viera Baláová;Poprad;Rastislavova 3487/20;31030
1022719412;Marek Majcher;Malacky;Záhorácka 4/56;31107
1022791561;Andrej Balco;Pezinok;Za hradbami 17;31210
1022825936;Ing. Peter Mašura;Pezinok;Malacká cesta 1893/1;31243
1022842293;Rastislav Honèár;Poprad;Stavbárska 3211/27;31261
1022842920;Marián Kramár;Poprad;Bajkalská 2337/7;31263
1022865085;Silvester Rozboril;Poprad;Partizánska 697/73;31280
1022875854;František Ïurana;Belá;Oslobodenia 196/71;31288
1022889373;Marián Repkovskı;ilina I;Korzo 3405/3;31310
1022890011;Alena Serbínová;ilina I;Jedlíkova 3424/13;31312
1022890803;Miroslav Bayer;ilina I;Námestie ¼udovíta Fullu 1666/12;31315
1022951182;Kamil Urban;Poprad;Šoltésovej 3380/10;31401
1022951710;Mgr.art. Róbert Koèan;Poprad;Jarná 11;31404
1022953250;Radoslav Majerèák;Poprad;Uralská 3411/3;31411
1022967341;Ing. arch. Danka Haviarová;ilina I;Do Medziluia 13;31430
1022997668;Ernest Hodoši;Dunajská Luná;Brezová 732/17;31474
1023002398;Bibiana Hamarová;Bratislava 3 - Raèa;Tbiliská 7;31481
1023039193;Miroslav Buèan;Senec;Košická 1197/16;31525
1023040854;Miroslav Babinskı;Bratislava 4 - Dúbravka;Gallayova 1955/3;31532
1023085173;Juraj Kozák;Dunajská Luná;Záhradná 895/79;31594
1023093522;Ing.Richard Gajdošík;Povaská Bystrica;Rozkvet 2062/133;31622
1023107162;Milan Lovíšek;Povaská Bystrica;Rozkvet 2065/142;31664
1023131505;Peter Baran;Kysucké Nové Mesto;ÈSA 1302/37;31698
1023161084;František Kostelanskı;Povaská Bystrica;Podmanín 162;31733
1023190619;Ján Jurkemík;Jasenica;328;31760
1023200057;Ján Šèigulinskı;Spišská Belá;Zimná 441/45;31774
1023200926;Pavol Bartko;Ve¾ká Lomnica;Golfová 1197/8;31776
1023209077;Florián Sandtner;Dunajská Luná;Športová 745/17;31792
1023226083;František Košèák;Lendak;Hlavná 211/132;31820
1023237699;Ing. Miroslav iško;Bratislava 1 - Staré Mesto;Ul. 29. augusta 38;31837
1023243243;Ján Halèin;Lendak;Lemeje 697/35;31844
1023249744;Monika Pupkayová;Senec;Mierové nám. 7;31849
1023255585;Ján Šmondrk;ilina I;Prešovská 2947/2;31852
1023263010;JUDr. Dušan Kormaník;Stará ¼ubovòa;Letná 26;31867
1023273614;O¾ga Èiková;Povaská Bystrica;Moyzesova 868/67;31876
1023278256;Marian Mravec;ilina I;Energetikov 161/13;31888
1023300344;Veronika Stupáková;Lendak;Jarná 486/11;31923
1023314237;Pavel Boèkaj;Ve¾kı Lipník;341;31953
1023314336;Štefan Záleš;Nová ¼ubovòa;808;31955
1023315370;Miroslav Tomašov;Lysica;244;31959
1023316866;Radoslav Kysel;ilina I;Andreja Kmea 309/30;31964
1023317064;Štefan Hudec;Belá;U Èajkov 789/29;31966
1023330539;Ján Boguskı;Kamienka;247;31999
1023332948;Ján Petras;Lendak;Revoluèná 268/71;32004
1023333135;Peter Mišalko;Ih¾any;Majerka 153;32006
1023335852;Miroslav Trško;Udièa;243;32008
1023355333;Jozef Hrebík;Stará ¼ubovòa;Vansovej 1844/45;32044
1023355454;Pavel Orovèík;Malı Slavkov;Gerlachovská 58/4;32046
1023357181;Ján Haladej;Jakubany;263;32055
1023391424;Anton Petija;Stará ¼ubovòa;Mierová 1090/22;32088
1023403931;Albeta Csibová;Baka;Baka 419;32110
1023409200;Jozef Folvarèík;Nová ¼ubovòa;268;32124
1023414986;Iveta Ïurïovièová;Lozorno;0;32136
1023415877;Ladislav Turcsányi;Ve¾kı Biel;Kostolná 55;32142
1023417197;Zdenìk Pilár;Lipany;Pod kopaninou 866/15;32150
1023419023;Marcel Skladanı;O¾šov;96;32155
1023425249;Jaroslav Oksoš;Spišská Belá;Ladislava Novomeského 258/4;32158
1023448701;Juraj Kostúr;Jakubovany;Hlavná 139/6;32194
1023459448;Jakub mijovskı;Poprad;Záborského 2913/27;32210
1023508574;Štefan Hudák;Stará ¼ubovòa;Zimná 937/53;32253
1023592592;Róbert Lesòak;Letanovce;Slov. Nár. Pov. 490/17;32382
1023605429;Kušnír Mikuláš;Malé Ozorovce;Cintorinská 48/27;32391
1023631290;Jozef Javorskı;Lendak;Slneèná 716/35;32425
1023633413;ofia Kolodzejová;Lendak;Tatranská 361/110;32430
1023675631;Blanka Sedmáková;Rimavská Sobota;Na Chrenovisku 1887/1;32459
1023791978;Margita Sekeráková;Bajerovce;121;32617
1023795542;Mgr. Peter Baèkovskı;Trebišov;Kapušanská 3602/6;32624
1023871794;Ing. Miroslav Blaško;Michalovce;Prof.Hlaváèa 1888/18;32695
1023902198;Jaroslav Vasi¾;Haín;30;32750
1023902946;Alena Greèková;Smiany;Stanièná 758/8;32754
1023932195;Vlastimil Repaskı;Lozorno;Riadok 563/8;32783
1023971498;Rudolf Šubák;Kalua;126;32814
1023971509;Peter Èevela;Michalovce;Jána Hollého 737/89;32815
1024035331;Pavol Sabo;Michalovce;Krásnovská 6;32862
1024044406;Marian Molnár;Krá¾ovskı Chlmec;Hlavná 776/115;32871
1024098460;O¾ga Királyová;Moldava nad Bodvou;Námestie Mieru 941/8;32940
1024116247;Miroslav Èech;Štós;Štós - kúpele 251;32952
1024167914;Martin Baran;Novosad;Hlavná 55/102;33008
1024260435;Iveta Kudelasová;Tibava;113;33101
1024288694;JUDr. Katarína Králiková;Košice - m.è. Sever;Národná trieda 78;33126
1024354617;Ing. Juraj Piecka;Trebišov;Varichovská 88/2223;33219
1024359919;Barbora Szabóová;Košice - m.è. Sídl. ahanovce;Viedenská 14;33226
1024405063;JUDr. Sabína Geèeová;Dunajská Luná;Nová Lipnica 900;33284
1024421321;¼ubomír Leško;Zemplínska Teplica;Okruná 150/84;33309
1024441319;Viera Fecková;Košice - m.è. Sever;Národná trieda 219/17;33337
1024466355;Miroslav Michlík;Radoma;119;33358
1024497089;Martin Vorobe¾;Chotèa;135;33391
1024528153;Ivan Schütz - SIVOD;Košice - m.è. Nad jazerom;Galaktická 1488/36;33420
1024585375;MUDr. Jozef Lohnert;Bratislava 1 - Staré Mesto;Banícka 2;33498
1024616824;Pavel Tkáè;Kraèúnovce;258;33539
1024655610;Peter Lang;Šenkvice;Modranská 1334/30;33591
1024660329;Ivan Èopák;Bratislava 3 - Nové Mesto;Ïurgalova 5;33607
1024671153;Pavol Šandula;Bratislava 1 - Staré Mesto;Strmá cesta 2;33655
1024671395;Ing. Peter Michalka;Bratislava 1 - Staré Mesto;Sokolská 3244/20;33657
1024688929;Blanka Ivanová;Kuková;202;33688
1024689204;Sylvia Mašlejová;Marhaò;182;33689
1024716143;Peter Motyka;Dlhoòa;11;33737
1024746206;Ján Mienkanin;Hrabovèík;39;33764
1024749572;Marián Beliš;Svidník;Mierová 96/5;33775
1024766314;Sergej Uhrin;Keèkovce;81;33788
1024799083;Stanislava Chmelíková;Bratislava 1 - Staré Mesto;Pri Hradnej studni 1763/3A;33820
1024868482;Zuzana Piatrová;Bratislava 2 - Ruinov;Svätoplukova 975/26;33938
1024875797;Vladimír Ïuriš;Bratislava 4 - Lamaè;Cesta na Klanec 4613/63A;33956
1024879856;Ing. Milan Senko;Bratislava 1 - Staré Mesto;Továrenská 2590/5;33968
1024885917;Branislav Buèko;Bratislava 1 - Staré Mesto;Továrenská 2583/8;33984
1024887468;Ing. Eva Meèiarová;Bratislava 4 - Záhor. Bystrica;Jána Raka 7644/6;33988
1024889558;Oldøich Jarabica;Stupava;Cintorínska 1772/19;33989
1024974533;Sylvia Neisser Kováèová;Bratislava 2 - Ruinov;Muškátová 788/6;34076
1024985082;František Pfliegler;Bratislava 3 - Nové Mesto;Hrdlièková 2663/19;34095
1025006664;Daniela Breyerová;Bratislava 3 - Raèa;Jakubská 10;34115
1025036342;Karin Hronská;Bratislava 1 - Staré Mesto;Björnsonova 12;34168
1025071091;Ing. Jozef Németh;Bratislava 5 - Petralka;Gercenova 15;34212
1025098052;Erika Mackovièová;Ša¾a;Nitrianska 1934/8;34243
1025101000;Ján Surovèiak;Bratislava 3 - Nové Mesto;Neronetová 13418/19;34249
1025160840;Ing. Pavel Kolník;Bratislava 4 - Karlova Ves;Pod Rovnicami 19;34298
1025163073;O¾ga Ruppeldtová;Bratislava 4 - Karlova Ves;Hlaváèikova 28;34301
1025164888;Pavol Varga;Bratislava 4 - Devín. Nová Ves;Jána Smreka 24;34304
1025186921;RNDr. ¼ubica Ostrihoòová;Detva;J. G. Tajovského 954/1;34352
1025195666;František Jurišta;Bratislava 4 - Devín. Nová Ves;Opletalova 7063/86;34366
1025220526;Ing. Michal Pivoòka;Bratislava 4 - Lamaè;Na barine 9;34399
1025223540;Ing. Viliam Dubovskı;Bratislava 4 - Karlova Ves;Nad Lúèkami 478/17;34409
1025229227;Ladislav Simon;Bratislava 2 - P. Biskupice;Bodrocká 3;34417
1025261457;Karol Sloboda;Pezinok;Saulakova 6;34443
1025298824;Mgr. Mária Gálová;Bratislava 4 - Dúbravka;Gallayova 43;34478
1025322771;Matej Fogmeg;Bratislava 5 - Petralka;Mlynarovièova 11;34510
1025342989;¼ubica Cigerová;Bratislava 3 - Raèa;Hagarova 9218/6;34546
1025380213;Eva Hojová;Bratislava 5 - Petralka;A. Gwerkovej 6;34593
1025388188;Xenia Holá;Bratislava 5 - Petralka;Znievska 3062/16;34609
1025473570;MUDr. Ivan Halmo;Bratislava 1 - Staré Mesto;Ostravská 3283/1;34751
1025525413;Július Radík;Bratislava 5 - Petralka;Gessayova 17;34817
1025533289;JUDr. Radmila Strejèková;Bratislava 5 - Petralka;Budatínska 3051/13;34840
1025547237;Ing. ¼ubica Vondrová;Bratislava 5 - Petralka;ehrianska 14;34875
1025550977;O¾ga Skuráková;Bratislava 3 - Nové Mesto;Plzenská 18/11;34878
1025583988;Marián Masnı;Bratislava 5 - Petralka;Budatínska 3687/12;34918
1025584703;Igor Moravèík;Ruindol;178;34922
1025634412;Ing. Angela Tóthová;Bratislava 5 - Petralka;Beòadická 19;34972
1025653684;Peter Badaè;Košice - m.è. Západ;Michalovská 351/11;35003
1025654487;Ing. Jozef Kováèik;Košice - m.è. Západ;Kemarská 303/38;35007
1025659503;Mgr. Dana Garguláková;Bratislava 5 - Petralka;Romanova 11;35019
1025676146;Adrián Sedlák;Košice - m.è. Sídlisko KVP;Wuppertálska 37;35054
1025681382;Bohumil Opravil;Bratislava 2 - P. Biskupice;Nezvalova 30;35059
1025729859;Emil Drusc;Bratislava 2 - Vrakuòa;itavská 10;35109
1025732873;František Dospìl;Bratislava 5 - Petralka;Belinského 6;35115
1025751969;Miroslav Koèiš;Kemarok;Košická 1797/4;35149
1025757909;Ladislav Major;Bratislava 4 - Dúbravka;Kpt. Jána Rašu 3143/25;35160
1025765422;JUDr. Ján Pollák;Bohdanovce;137;35174
1025770405;Jozef Benedik;Èierna Lehota;65;35186
1025771879;Richard Marèok;Bratislava 2 - Ruinov;Nové záhrady I 3059/8;35190
1025778380;Zuzana Gášpárová;Košice - m.è. Sídlisko KVP;Hemerkova 23;35198
1025789314;Ing. Peter Rusnák;Košice - m.è. Staré Mesto;Letná 1154/20;35217
1025801887;Ing. Igor Kašper;Košice - m.è. Staré Mesto;Branisková 5;35230
1025802932;Erika Piekarzewska;Košice - m.è. Západ;Laborecka 8;35231
1025879723;Denisa Hostaèná;Partizánske;Generála Svobodu 977/48;35321
1025882957;Ing. Mária Szalayová;Mokrance;134;35322
1025897796;Peter Dedeèek;Brezno;Fuèíkova 1145/22;35346
1025901679;¼udovít Molnár;Plešivec;Gemerská 203;35357
1025903032;Martin Bernár;Paèa;Mierova 121;35359
1025937143;PhDr. Helena Štefanèíková;Košice - m.è. Sídlisko KVP;Starozagorská 4;35390
1025950464;Peter Radaèovskı;Košice - m.è. Sídlisko KVP;Cottbuská 12;35400
1025959198;Ján Blanar;Spišská Belá;Gen. Ludvika Svobodu 400/23;35412
1026016189;Andrej Rybár;Vyšná Vo¾a;109;35500
1026018983;Mária Strachanová;Èaòa;Kozmonautická 969/8;35502
1026032095;Adriana Janèeková;Nová Baòa;Mieru 1305/31;35513
1026057780;Ondrej Kuma;Baïan;87;35539
1026068967;Ladislav Èaty;Maovské Vojkovce;50;35554
1026088327;Štefan Bašták;Dobšiná;SNP 552;35574
1026089207;Gabriel Lapšansky;Roòava;Nadabula 123;35580
1026133119;Peter Va¾ko;akovce;130;35637
1026145637;Pavol Janec;Myjava;Turá Lúka 494;35650
1026150180;Borsos Andrej;Komárno;29. augusta 2613/29;35653
1026161004;Michal Plichta;Martin;A.Stodolu 5264/37;35663
1026173104;Branislav Tomašov;Lysica;210;35684
1026204267;Radoslav Štrigner;Roštár;3;35723
1026239973;Martin Matúš;Voderady;143;35763
1026254482;aneta Tvrzická;Bratislava 4 - Karlova Ves;Veternicová 3111/33;35782
1026287493;Miroslav Nekoranec;Ve¾ké Rovné;540;35808
1026300044;Vojtech Farkas;Nové Zámky;Kraskova 978/4;35819
1026311231;Judita Véghová;Lipovník;121;35825
1026316676;Peter Karnoš;Holíè;Jesenského 1013/2;35832
1026360665;Eva Antolová;Sabinov;Komenského 26;35879
1026377836;Miroslav Vislockı;Stará ¼ubovòa;Podsadek 1754/142;35902
1026385888;¼ubomír Huce¾;Oravská Polhora;946;35907
1026425642;Maroš Cuper;Svidník;Duklianska 644/16;35958
1026426489;Branislav Bajzík;Siladice;264;35959
1026434596;Robert Vajda;Ohrady;Hortobáïska ulica 170/55;35970
1026508450;Slavomíra Habardová;Pezinok;Suvorovova 1628/16;36053
1026523036;Roman Imre;Nitra II;Jelenecká 3261/45B;36067
1026542451;Ing. Vladimír Haò;Malı Šariš;244;36083
1026545443;Štefan Kucej;Luèenec;Ulica mesaèná 232/9;36085
1026546906;JUDr. Andrea Matysová;Banská Bystrica II;Mlynská 6648/113;36088
1026547940;Ladislav Koèiš;Prešov II;Vaecká 14;36090
1026571480;Michal Oršovskı;Pavlovce nad Uhom;ahyòská 870/51;36108
1026600157;Mgr. Ivan Kubínyi;Trenèín;Piaristická 255/9;36138
1026606845;Jaroslava Štefkovièová;Dolná Súèa;568;36144
1026607692;Hong Ngo Thi;Chorvátsky Grob;Chorvátska 33/29;36145
1026609892;Dominik Borovskı;Ve¾kı Lipník;215;36146
1026656774;Viktória Béreš;Nána;Školská 2712/32;36190
1026671448;Ing. Radoslava Káposztásová;Nitrianske Suèany;478;36210
1026685770;Pavol Blaško;Košice - m.è. Západ;Trieda SNP 66;36227
1026688685;Marián Halmo;Komárno;Ul. K. Nagya 2579/48;36231
1026702677;Pavol Mièáò;Dlhá nad Oravou;288;36240
1026705097;Martin Ïurèek;Bratislava 5 - Petralka;Furdekova 2604/15;36242
1026712434;Juraj Bystrickı;Holíè;Schiffelova 1394/21;36255
1026714678;Jozef Stelina;Rabèice;144;36260
1026721443;Tibor Tanka;Chotín;204;36266
1026747315;Jozef More;Bardejov;Pod papieròou 1484/56;36285
1026759118;Branislav Hrdlièka;Luèenec;Ulica Martina Rázusa 2402/40;36291
1026760845;Marián Maliòák;Staškovce;37;36294
1026762066;Juraj Fekete;Bratislava 3 - Vajnory;Zbrody 4;36296
1026765960;Katarína Szabová;Komoèa;26;36300
1026813634;Judita Wagnerová;Ve¾kı Meder;Mostová 769/42;36338
1026816329;Ernest Nagy;Okoè;Ulica Hlboká 847/10;36345
1026816725;Pavel Bögi;Bohe¾ov;44;36347
1026865840;Ing. Vojtech Fekete - in. èinnos;Òárad;197;36395
1026875212;¼ubomír Kubán;Dolná Streda;366;36403
1026875872;Ing. Dominik Kováè;Bratislava 5 - Petralka;Vyšehradská 3713/8;36405
1026887136;Róbert Dúbrava;Sereï;Jesenského 1112/46;36423
1026894880;Jolana Illésová;Òárad;28;36439
1026916660;Loránt Nagy;Topo¾níky;Chladná 343/40;36472
1026940376;Ing.Miroslav Málik;Zvonèín;263;36496
1026968503;Daniela Lesayová;Šurianky;236;36526
1027018454;Katarína Jenèová;Bratislava 5 - Petralka;Romanova 44;36569
1027023833;Iveta Martonová;Likavka;Likavka 132;36570
1027066480;Ladislav Molnár;Vlèany;978;36645
1027147638;Ing. Tibor Grofik;Trenèín;Halalovka 2402/54;36697
1027157109;Róbert Kucmen;Bratislava 2 - Vrakuòa;Arménska 13825/6;36709
1027200680;Artúr Polgár;Nesvady;Kvetná 12;36752
1027301814;Zoltán Kardhordó;Ratnovce;422;36821
1027301880;Július Czirok;Bajè;114;36822
1027329204;Mikuláš Nagy;Komárno;Ul. priate¾stva 1378/9;36836
1027342789;Peter Hajmássy;Komárno;Hrušková 11;36840
1027358002;Milada Peciarová;Komárno;Vnútorná okruná 2944/61;36859
1027423243;Richard Kuchár;Mlynky;Palcmanská Maša 290;36943
1027426466;Ján Troják;Sereï;D.Štúra 1010/6;36946
